Performing system checks...

System check identified no issues (0 silenced).
October 23, 2020 - 06:29:14
Django version 3.0.8, using settings 'backend.settings'
Starting development server at http://0.0.0.0:9898/
Quit the server with CONTROL-C.
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=180&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 448
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=210&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 430
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=230&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 299
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=250&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 267
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=260&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 391
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=270&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 417
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=290&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 401
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=300&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 277
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=310&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 401
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=320&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 436
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=330&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 355
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=340&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 385
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=350&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 435
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=360&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 394
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=370&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 378
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=380&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 369
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=390&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 364
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=400&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 425
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=410&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 402
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=430&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 391
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=440&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 398
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=450&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 340
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=460&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 438
[26/Oct/2020 12:08:34] "GET /api/image_raw?step=470&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 350
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=480&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 401
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=490&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 368
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=510&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 407
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=520&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 401
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=530&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 387
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=540&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 388
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=560&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 370
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=570&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 414
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=580&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 318
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=590&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 392
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=600&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 418
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=610&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 412
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=620&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 391
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=630&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 384
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=640&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 354
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=660&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 439
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=680&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 447
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=700&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 423
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=720&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 304
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=730&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 420
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=750&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 339
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=760&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 351
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=790&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 349
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=800&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 376
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=810&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 383
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=820&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 348
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=830&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 432
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=840&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 379
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=850&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 291
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=860&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 393
[26/Oct/2020 12:08:35] "GET /api/image_raw?step=870&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 387
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=880&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 422
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=890&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 293
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=900&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 407
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=910&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 409
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=920&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 380
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=930&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 444
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=940&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 395
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=950&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 347
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=960&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 362
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=970&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 474
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=980&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 400
[26/Oct/2020 12:08:36] "GET /api/image_raw?step=990&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 413
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=940&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 395
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=790&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 349
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=670&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 373
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=550&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 441
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=430&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 391
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=340&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 385
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=250&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 267
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=200&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 328
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=160&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 429
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=110&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 421
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=90&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 282
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=70&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 378
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=30&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 287
[26/Oct/2020 12:08:37] "GET /api/image_raw?step=0&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 371
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=10&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 390
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=110&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 421
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=160&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 429
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=210&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 430
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=290&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 401
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=410&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 402
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=450&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 340
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=470&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 350
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=500&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 380
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=580&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 318
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=630&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 384
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=650&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 423
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=670&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 373
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=690&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 358
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=710&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 240
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=720&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 304
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=760&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 351
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=790&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 349
[26/Oct/2020 12:08:38] "GET /api/image_raw?step=810&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 383
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=820&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 348
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=830&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 432
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=850&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 291
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=880&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 422
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=900&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 407
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=910&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 409
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=920&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 380
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=930&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 444
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=960&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 362
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=970&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 474
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=980&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 400
[26/Oct/2020 12:08:39] "GET /api/image_raw?step=990&run=mnist&tag=input_reshape%2Finput%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 413
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=10&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 383
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=40&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 375
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=60&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 258
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=90&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 328
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=140&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 284
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=220&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 400
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=280&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 389
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=410&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 361
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=520&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 430
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=560&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 397
[26/Oct/2020 12:08:40] "GET /api/image_raw?step=620&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 394
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=670&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 403
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=710&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 311
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=760&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 326
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=860&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 411
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=910&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 397
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=950&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 413
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=960&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 398
[26/Oct/2020 12:08:41] "GET /api/image_raw?step=970&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 407
[26/Oct/2020 12:08:43] "GET /api/image_raw?step=960&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 398
[26/Oct/2020 12:08:43] "GET /api/image_raw?step=950&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 413
[26/Oct/2020 12:08:43] "GET /api/image_raw?step=940&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 445
[26/Oct/2020 12:08:43] "GET /api/image_raw?step=910&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 397
[26/Oct/2020 12:08:43] "GET /api/image_raw?step=860&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 411
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=820&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 444
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=780&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 411
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=760&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 326
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=730&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 384
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=670&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 403
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=640&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 472
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=620&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 394
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=610&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 376
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=570&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 463
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=560&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 397
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=550&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 358
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=540&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 428
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=520&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 430
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=510&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 417
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=490&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 417
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=440&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 396
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=390&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 446
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=360&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 422
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=340&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 367
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=330&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 373
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=300&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 447
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=290&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 300
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=280&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 389
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=260&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 299
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=240&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 410
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=230&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 388
[26/Oct/2020 12:08:44] "GET /api/image_raw?step=220&run=mnist&tag=input_reshape%2Finput%2Fimage%2F9&trainJobName=test HTTP/1.1" 200 400
